country,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.81
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.83
Iran,nowcast,0.9,0.8,1,0.9,1,0.88
Iran,nowcast,0.9,0.8,1,0.9,1,0.89
Iran,nowcast,0.9,0.8,1,0.9,0.9,0.92
Iran,nowcast,0.9,0.8,1,0.9,1,0.92
Iran,nowcast,0.9,0.8,1,0.9,0.9,0.93
Iran,nowcast,0.9,0.8,1,0.9,0.9,0.93
Iran,nowcast,0.9,0.8,1,0.9,0.9,0.92
Iran,nowcast,0.9,0.8,1,0.9,0.9,0.91
Iran,nowcast,0.9,0.8,1,0.8,0.9,0.91
Iran,nowcast,0.9,0.8,1,0.9,0.9,0.9
Iran,nowcast,0.9,0.8,1,0.9,1,0.9
Iran,nowcast,0.9,0.8,1,0.9,1,0.86
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.84
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.83
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.82
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.82
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.82
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.82
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.81
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.82
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.82
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.81
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.79
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.78
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.77
Iran,nowcast,0.9,0.8,1.1,0.9,1,0.73
Iran,nowcast,1,0.8,1.1,0.9,1,0.71
Iran,nowcast,1,0.8,1.1,0.9,1,0.66
Iran,nowcast,1,0.8,1.2,0.9,1,0.61
Iran,nowcast,1,0.8,1.2,0.9,1,0.56
Iran,forecast,1,0.8,1.2,0.9,1.1,0.57
Iran,forecast,1,0.8,1.2,0.9,1.1,0.57
Iran,forecast,1,0.8,1.2,0.9,1.1,0.57
Iran,forecast,1,0.7,1.2,0.9,1,0.57
Iran,forecast,1,0.7,1.3,0.9,1.1,0.57
Iran,forecast,1,0.7,1.2,0.9,1.1,0.57
Iran,forecast,1,0.7,1.3,0.8,1.1,0.56
Iran,forecast,1,0.7,1.2,0.8,1.1,0.57
Iran,forecast,1,0.7,1.3,0.8,1.1,0.57
Iran,forecast,1,0.7,1.3,0.8,1.1,0.55
Iran,forecast,1,0.7,1.3,0.9,1.1,0.57
Iran,forecast,1,0.7,1.3,0.8,1.1,0.57
Iran,forecast,1,0.6,1.3,0.8,1.1,0.57
Iran,forecast,1,0.6,1.3,0.9,1.1,0.57
Ireland,nowcast,1.3,0.9,1.6,1.1,1.4,0.08
Ireland,nowcast,1.2,0.9,1.5,1.1,1.3,0.08
Ireland,nowcast,1.2,1,1.5,1.1,1.3,0.07
Ireland,nowcast,1.2,0.9,1.5,1.1,1.3,0.08
Ireland,nowcast,1.2,1,1.5,1.1,1.3,0.08
Ireland,nowcast,1.2,0.9,1.5,1.1,1.3,0.08
Ireland,nowcast,1.2,0.9,1.4,1.1,1.3,0.1
Ireland,nowcast,1.2,1,1.4,1.1,1.3,0.1
Ireland,nowcast,1.2,0.9,1.4,1.1,1.3,0.1
Ireland,nowcast,1.2,0.9,1.4,1.1,1.2,0.12
Ireland,nowcast,1.1,0.9,1.4,1.1,1.2,0.13
Ireland,nowcast,1.1,0.9,1.4,1,1.2,0.16
Ireland,nowcast,1.1,0.9,1.3,1.1,1.2,0.15
Ireland,nowcast,1.1,0.9,1.3,1,1.2,0.15
Ireland,nowcast,1.1,0.9,1.3,1,1.2,0.18
Ireland,nowcast,1.1,0.9,1.3,1,1.2,0.21
Ireland,nowcast,1.1,0.9,1.3,1,1.2,0.23
Ireland,nowcast,1.1,0.9,1.3,1,1.1,0.28
Ireland,nowcast,1.1,0.9,1.3,1,1.1,0.32
Ireland,nowcast,1,0.8,1.2,1,1.1,0.39
Ireland,nowcast,1,0.8,1.2,0.9,1.1,0.47
Ireland,nowcast,1,0.8,1.2,0.9,1.1,0.56
Ireland,nowcast,1,0.8,1.2,0.9,1,0.64
Ireland,nowcast,0.9,0.7,1.1,0.9,1,0.72
Ireland,nowcast,0.9,0.7,1.1,0.9,1,0.8
Ireland,nowcast,0.9,0.7,1.1,0.8,1,0.84
Ireland,nowcast,0.9,0.7,1,0.8,0.9,0.9
Ireland,nowcast,0.8,0.6,1,0.8,0.9,0.93
Ireland,nowcast,0.8,0.6,1,0.8,0.9,0.95
Ireland,nowcast,0.8,0.6,1,0.7,0.9,0.93
Ireland,nowcast,0.8,0.6,1,0.7,0.9,0.92
Ireland,nowcast,0.8,0.6,1.1,0.7,0.9,0.9
Ireland,nowcast,0.8,0.6,1.1,0.7,0.9,0.84
Ireland,nowcast,0.9,0.6,1.2,0.8,0.9,0.78
Ireland,nowcast,0.9,0.6,1.3,0.7,1,0.69
Ireland,nowcast,0.9,0.6,1.3,0.8,1,0.63
Italy,nowcast,1.5,1.3,1.7,1.4,1.6,0
Italy,nowcast,1.5,1.2,1.7,1.4,1.6,0
Italy,nowcast,1.5,1.2,1.7,1.3,1.5,0
Italy,nowcast,1.4,1.2,1.7,1.3,1.5,0
Italy,nowcast,1.4,1.2,1.6,1.3,1.5,0
Italy,nowcast,1.4,1.2,1.6,1.3,1.5,0
Italy,nowcast,1.4,1.2,1.6,1.3,1.5,0
Italy,nowcast,1.4,1.2,1.6,1.3,1.4,0
Italy,nowcast,1.4,1.2,1.5,1.3,1.4,0
Italy,nowcast,1.3,1.2,1.5,1.3,1.4,0
Italy,nowcast,1.3,1.2,1.5,1.3,1.4,0
Italy,nowcast,1.3,1.2,1.4,1.2,1.3,0
Italy,nowcast,1.3,1.1,1.4,1.2,1.3,0
Italy,nowcast,1.3,1.1,1.4,1.2,1.3,0
Italy,nowcast,1.2,1.1,1.4,1.2,1.3,0
Italy,nowcast,1.2,1.1,1.3,1.2,1.3,0
Italy,nowcast,1.2,1.1,1.3,1.1,1.2,0
Italy,nowcast,1.2,1.1,1.3,1.1,1.2,0
Italy,nowcast,1.2,1.1,1.3,1.1,1.2,0
Italy,nowcast,1.1,1,1.2,1.1,1.2,0.01
Italy,nowcast,1.1,1,1.2,1.1,1.1,0.02
Italy,nowcast,1.1,1,1.2,1,1.1,0.04
Italy,nowcast,1.1,1,1.2,1,1.1,0.08
Italy,nowcast,1.1,1,1.1,1,1.1,0.14
Italy,nowcast,1,1,1.1,1,1.1,0.24
Italy,nowcast,1,0.9,1.1,1,1,0.37
Italy,nowcast,1,0.9,1.1,1,1,0.52
Italy,nowcast,1,0.9,1,1,1,0.68
Italy,nowcast,1,0.9,1,0.9,1,0.82
Italy,nowcast,1,0.9,1,0.9,1,0.92
Italy,nowcast,0.9,0.9,1,0.9,1,0.97
Italy,nowcast,0.9,0.9,1,0.9,1,0.98
Italy,nowcast,0.9,0.9,1,0.9,1,1
Italy,nowcast,0.9,0.9,1,0.9,0.9,1
Italy,nowcast,0.9,0.9,1,0.9,0.9,1
Italy,nowcast,0.9,0.9,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.9,1,0.9,0.9,1
Italy,nowcast,0.9,0.9,1,0.9,0.9,1
Italy,nowcast,0.9,0.9,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.9,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.9,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.9,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.9,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.9,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.8,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.8,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.8,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.8,1,0.9,0.9,1
Italy,nowcast,0.9,0.8,0.9,0.9,0.9,1
Italy,nowcast,0.9,0.8,1,0.9,0.9,0.99
Italy,nowcast,0.9,0.8,0.9,0.9,0.9,1
Italy,nowcast,0.9,0.8,0.9,0.9,0.9,1
Italy,nowcast,0.9,0.8,0.9,0.9,0.9,1
Italy,nowcast,0.9,0.8,0.9,0.9,0.9,1
Italy,nowcast,0.9,0.8,0.9,0.8,0.9,1
Italy,nowcast,0.9,0.8,0.9,0.8,0.9,0.99
Italy,nowcast,0.9,0.8,0.9,0.8,0.9,0.99
Italy,nowcast,0.9,0.8,1,0.8,0.9,0.99
Italy,nowcast,0.9,0.8,1,0.8,0.9,0.99
Italy,nowcast,0.9,0.8,1,0.9,0.9,0.98
Italy,nowcast,0.9,0.8,1,0.9,0.9,0.98
Italy,nowcast,0.9,0.8,1,0.9,0.9,0.96
Italy,nowcast,0.9,0.8,1,0.9,0.9,0.95
Italy,nowcast,0.9,0.8,1,0.9,0.9,0.93
Italy,nowcast,0.9,0.8,1,0.9,1,0.92
Italy,nowcast,0.9,0.8,1,0.9,1,0.88
Italy,forecast,0.9,0.8,1,0.9,1,0.86
Italy,forecast,0.9,0.8,1,0.9,1,0.84
Italy,forecast,0.9,0.8,1.1,0.9,1,0.82
Italy,forecast,0.9,0.8,1.1,0.9,1,0.81
Italy,forecast,0.9,0.8,1.1,0.9,1,0.79
Italy,forecast,0.9,0.8,1.1,0.9,1,0.78
Italy,forecast,0.9,0.8,1.1,0.9,1,0.76
Italy,forecast,0.9,0.7,1.1,0.9,1,0.75
Italy,forecast,0.9,0.7,1.1,0.8,1,0.75
Italy,forecast,0.9,0.7,1.1,0.8,1,0.72
Italy,forecast,0.9,0.7,1.1,0.8,1,0.73
Italy,forecast,0.9,0.7,1.2,0.8,1,0.72
Italy,forecast,0.9,0.7,1.2,0.8,1,0.71
Italy,forecast,0.9,0.7,1.2,0.8,1,0.7
Japan,nowcast,1.3,0.7,2,1,1.4,0.2
Japan,nowcast,1.3,0.7,1.9,1,1.5,0.19
Japan,nowcast,1.3,0.7,2,1,1.5,0.18
Japan,nowcast,1.3,0.7,1.9,1,1.5,0.17
Japan,nowcast,1.3,0.7,1.9,1,1.5,0.15
Japan,nowcast,1.3,0.8,1.9,1.1,1.5,0.14
Japan,nowcast,1.3,0.8,1.9,1.1,1.5,0.14
Japan,nowcast,1.3,0.8,1.9,1,1.5,0.13
Japan,nowcast,1.3,0.8,1.9,1.1,1.5,0.12
Japan,nowcast,1.3,0.8,1.8,1.1,1.5,0.12
Japan,nowcast,1.3,0.8,1.8,1.1,1.5,0.12
Japan,nowcast,1.3,0.8,1.8,1.1,1.5,0.11
Japan,nowcast,1.3,0.9,1.8,1.1,1.5,0.1
Japan,nowcast,1.3,0.9,1.8,1.1,1.4,0.09
Japan,nowcast,1.3,0.9,1.7,1.1,1.4,0.1
Japan,nowcast,1.3,0.9,1.7,1.1,1.4,0.1
Japan,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
Japan,nowcast,1.3,0.9,1.6,1.1,1.4,0.1
Japan,nowcast,1.2,0.9,1.6,1.1,1.4,0.12
Japan,nowcast,1.2,0.9,1.6,1.1,1.3,0.14
Japan,nowcast,1.2,0.9,1.6,1.1,1.3,0.14
Japan,nowcast,1.2,0.8,1.5,1,1.3,0.17
Japan,nowcast,1.2,0.9,1.5,1,1.3,0.18
Japan,nowcast,1.1,0.8,1.5,1,1.3,0.2
Japan,nowcast,1.1,0.8,1.4,1,1.2,0.25
Japan,nowcast,1.1,0.8,1.4,1,1.2,0.28
Japan,nowcast,1.1,0.8,1.4,1,1.2,0.33
Japan,nowcast,1,0.8,1.3,0.9,1.1,0.39
Japan,nowcast,1,0.7,1.3,0.9,1.1,0.44
Japan,nowcast,1,0.7,1.3,0.9,1.1,0.49
Japan,nowcast,1,0.7,1.3,0.9,1.1,0.5
Japan,nowcast,1,0.7,1.3,0.9,1.1,0.51
Japan,nowcast,1,0.7,1.3,0.9,1.1,0.47
Japan,nowcast,1,0.7,1.3,0.9,1.1,0.46
Japan,nowcast,1,0.7,1.3,0.9,1.1,0.46
Japan,nowcast,1,0.8,1.3,0.9,1.1,0.43
Japan,nowcast,1,0.8,1.4,0.9,1.1,0.4
Japan,nowcast,1.1,0.8,1.4,0.9,1.1,0.37
Japan,nowcast,1.1,0.8,1.4,0.9,1.2,0.32
Japan,nowcast,1.1,0.8,1.5,1,1.2,0.28
Mexico,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Mexico,nowcast,1.3,1.1,1.6,1.2,1.4,0.02
Mexico,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Mexico,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Mexico,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Mexico,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Mexico,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Mexico,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Mexico,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Mexico,nowcast,1.3,1.1,1.4,1.2,1.3,0.01
Mexico,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Mexico,nowcast,1.2,1,1.4,1.2,1.3,0.02
Mexico,nowcast,1.2,1.1,1.4,1.1,1.3,0.02
Mexico,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Mexico,nowcast,1.2,1.1,1.4,1.1,1.3,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.3,0.01
Mexico,nowcast,1.2,1,1.3,1.1,1.3,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.03
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.03
Mexico,nowcast,1.1,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.1,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.1,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.1,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.02
Mexico,nowcast,1.2,1,1.3,1.1,1.2,0.02
Mexico,forecast,1.1,1,1.3,1.1,1.2,0.06
Mexico,forecast,1.1,1,1.3,1.1,1.2,0.08
Mexico,forecast,1.1,1,1.3,1.1,1.2,0.1
Mexico,forecast,1.1,1,1.4,1.1,1.2,0.11
Mexico,forecast,1.1,0.9,1.3,1.1,1.2,0.14
Mexico,forecast,1.1,0.9,1.4,1,1.2,0.15
Mexico,forecast,1.1,0.9,1.4,1,1.2,0.16
Mexico,forecast,1.1,0.9,1.4,1,1.2,0.17
Mexico,forecast,1.1,0.9,1.4,1,1.2,0.19
Mexico,forecast,1.1,0.9,1.4,1,1.3,0.2
Mexico,forecast,1.1,0.9,1.4,1,1.2,0.2
Mexico,forecast,1.1,0.8,1.4,1,1.2,0.21
Mexico,forecast,1.1,0.8,1.4,1,1.2,0.22
Mexico,forecast,1.1,0.8,1.5,1,1.2,0.24
Netherlands,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Netherlands,nowcast,1.3,1.1,1.5,1.2,1.4,0
Netherlands,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Netherlands,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Netherlands,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Netherlands,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Netherlands,nowcast,1.2,1,1.4,1.1,1.3,0.02
Netherlands,nowcast,1.2,1,1.4,1.1,1.3,0.03
Netherlands,nowcast,1.2,1,1.3,1.1,1.2,0.05
Netherlands,nowcast,1.1,1,1.3,1.1,1.2,0.06
Netherlands,nowcast,1.1,1,1.3,1.1,1.2,0.09
Netherlands,nowcast,1.1,0.9,1.2,1,1.1,0.13
Netherlands,nowcast,1.1,0.9,1.2,1,1.1,0.19
Netherlands,nowcast,1.1,0.9,1.2,1,1.1,0.25
Netherlands,nowcast,1,0.9,1.2,1,1.1,0.3
Netherlands,nowcast,1,0.9,1.1,1,1.1,0.39
Netherlands,nowcast,1,0.9,1.1,1,1,0.49
Netherlands,nowcast,1,0.9,1.1,0.9,1,0.57
Netherlands,nowcast,1,0.9,1.1,0.9,1,0.65
Netherlands,nowcast,1,0.8,1.1,0.9,1,0.72
Netherlands,nowcast,1,0.8,1.1,0.9,1,0.76
Netherlands,nowcast,1,0.8,1.1,0.9,1,0.79
Netherlands,nowcast,0.9,0.8,1.1,0.9,1,0.81
Netherlands,nowcast,0.9,0.8,1.1,0.9,1,0.82
Netherlands,nowcast,0.9,0.8,1,0.9,1,0.83
Netherlands,nowcast,0.9,0.8,1,0.9,1,0.85
Netherlands,nowcast,0.9,0.8,1,0.9,1,0.86
Netherlands,nowcast,0.9,0.8,1,0.9,1,0.88
Netherlands,nowcast,0.9,0.8,1,0.9,1,0.89
Netherlands,nowcast,0.9,0.8,1,0.9,1,0.91
Netherlands,nowcast,0.9,0.8,1,0.9,1,0.93
Netherlands,nowcast,0.9,0.8,1,0.9,0.9,0.94
Netherlands,nowcast,0.9,0.8,1,0.8,0.9,0.94
Netherlands,nowcast,0.9,0.8,1,0.8,0.9,0.96
Netherlands,nowcast,0.9,0.8,1,0.8,0.9,0.95
Netherlands,nowcast,0.9,0.7,1,0.8,0.9,0.96
Netherlands,nowcast,0.9,0.7,1,0.8,0.9,0.95
Netherlands,nowcast,0.9,0.7,1,0.8,0.9,0.95
Netherlands,nowcast,0.9,0.7,1,0.8,0.9,0.94
Netherlands,nowcast,0.9,0.7,1,0.8,0.9,0.94
Netherlands,nowcast,0.9,0.7,1,0.8,0.9,0.92
Netherlands,nowcast,0.9,0.7,1,0.8,0.9,0.89
Netherlands,nowcast,0.9,0.7,1,0.8,0.9,0.9
Netherlands,nowcast,0.9,0.7,1,0.8,0.9,0.88
Netherlands,nowcast,0.9,0.7,1.1,0.8,0.9,0.87
Netherlands,nowcast,0.9,0.7,1.1,0.8,0.9,0.87
Netherlands,nowcast,0.9,0.7,1.1,0.8,1,0.84
Netherlands,nowcast,0.9,0.7,1.1,0.8,1,0.81
Netherlands,forecast,0.9,0.7,1.1,0.8,1,0.8
Netherlands,forecast,0.9,0.7,1.1,0.8,1,0.78
Netherlands,forecast,0.9,0.7,1.1,0.8,1,0.78
Netherlands,forecast,0.9,0.7,1.2,0.8,1,0.76
Netherlands,forecast,0.9,0.6,1.2,0.8,1,0.77
Netherlands,forecast,0.9,0.6,1.1,0.8,1,0.76
Netherlands,forecast,0.9,0.6,1.2,0.8,1,0.75
Netherlands,forecast,0.9,0.6,1.2,0.8,1,0.76
Netherlands,forecast,0.9,0.6,1.2,0.8,1,0.76
Netherlands,forecast,0.9,0.5,1.2,0.7,1,0.74
Netherlands,forecast,0.9,0.5,1.2,0.7,1,0.74
Netherlands,forecast,0.9,0.6,1.2,0.7,1,0.74
Netherlands,forecast,0.9,0.5,1.2,0.7,1,0.74
Netherlands,forecast,0.9,0.5,1.2,0.7,1,0.75
Pakistan,nowcast,1.3,0.8,1.8,1.1,1.4,0.15
Pakistan,nowcast,1.3,0.8,1.8,1.1,1.4,0.14
Pakistan,nowcast,1.3,0.8,1.7,1.1,1.4,0.15
Pakistan,nowcast,1.2,0.8,1.7,1.1,1.4,0.15
Pakistan,nowcast,1.3,0.8,1.7,1.1,1.4,0.15
Pakistan,nowcast,1.2,0.8,1.7,1.1,1.4,0.14
Pakistan,nowcast,1.2,0.8,1.6,1.1,1.4,0.13
Pakistan,nowcast,1.2,0.8,1.6,1.1,1.4,0.13
Pakistan,nowcast,1.2,0.8,1.6,1.1,1.3,0.14
Pakistan,nowcast,1.2,0.9,1.6,1.1,1.4,0.14
Pakistan,nowcast,1.2,0.9,1.6,1.1,1.4,0.14
Pakistan,nowcast,1.2,0.9,1.6,1.1,1.3,0.14
Pakistan,nowcast,1.2,0.8,1.5,1,1.3,0.14
Pakistan,nowcast,1.2,0.8,1.5,1,1.3,0.15
Pakistan,nowcast,1.2,0.9,1.5,1,1.3,0.15
Pakistan,nowcast,1.2,0.9,1.5,1.1,1.3,0.16
Pakistan,nowcast,1.2,0.9,1.5,1,1.3,0.16
Pakistan,nowcast,1.2,0.8,1.5,1.1,1.3,0.17
Pakistan,nowcast,1.2,0.9,1.5,1.1,1.3,0.15
Pakistan,nowcast,1.2,0.9,1.5,1.1,1.3,0.17
Pakistan,nowcast,1.2,0.9,1.5,1,1.2,0.15
Pakistan,nowcast,1.2,0.9,1.4,1,1.2,0.16
Pakistan,nowcast,1.2,0.9,1.4,1,1.2,0.15
Pakistan,nowcast,1.1,0.9,1.4,1.1,1.2,0.15
Pakistan,nowcast,1.1,0.9,1.4,1,1.2,0.16
Pakistan,nowcast,1.1,0.9,1.4,1,1.2,0.16
Pakistan,nowcast,1.1,0.9,1.4,1,1.2,0.19
Pakistan,nowcast,1.1,0.9,1.4,1,1.2,0.19
Pakistan,nowcast,1.1,0.9,1.4,1,1.2,0.2
Pakistan,nowcast,1.1,0.9,1.4,1,1.2,0.19
Pakistan,nowcast,1.1,0.8,1.4,1,1.2,0.2
Pakistan,nowcast,1.1,0.9,1.4,1,1.2,0.18
